rights_id,version_id,client_id,region_id,rights_type,start_date,end_date,is_active,territorial_restrictions,exclusivity_window_days
41cd2d49-465d-49df-bdc9-f4df42677e65,VER_TITLE_000000_000,CLIENT_00139,REG_047,Exclusive,2026-03-02T22:32:42.181597,2027-12-21T22:32:42.181597,True,Country-specific,
17336f1c-249e-4c31-a51f-f076c61919e5,VER_TITLE_000000_001,CLIENT_00023,REG_011,Exclusive,2023-09-24T22:32:42.181882,2025-01-17T22:32:42.181882,False,Regional,157.0
4477c6c6-2ecb-4e9d-8840-fc1b6504d794,VER_TITLE_000000_001,CLIENT_00080,REG_016,Windowed,2025-04-26T22:32:42.181929,2026-11-29T22:32:42.181929,True,Regional,
ced99bd6-b6a8-4f40-88e2-bf97b863759c,VER_TITLE_000000_001,CLIENT_00006,REG_021,Territorial,2026-02-16T22:32:42.181961,2026-06-22T22:32:42.181961,True,Regional,68.0
2f9373dc-a8c3-4db5-834c-252e43bd8cd5,VER_TITLE_000001_000,CLIENT_00149,REG_014,Exclusive,2023-09-20T22:32:42.182034,2025-03-26T22:32:42.182034,False,None,
1d069dae-4c64-4604-996f-b9283f812ea3,VER_TITLE_000001_000,CLIENT_00124,REG_015,Windowed,2023-07-23T22:32:42.182083,2023-10-24T22:32:42.182083,False,None,
44d035db-2bf9-4c93-afff-64063544b911,VER_TITLE_000001_000,CLIENT_00030,REG_012,Exclusive,2024-10-02T22:32:42.182123,2025-07-13T22:32:42.182123,False,None,258.0
34d0204c-442d-4eea-8954-5d6fa3ff7d24,VER_TITLE_000001_000,CLIENT_00186,REG_039,Territorial,2024-01-04T22:32:42.182155,2025-03-26T22:32:42.182155,False,None,49.0
5c183665-b422-4f6b-b47f-2d1d4efeef41,VER_TITLE_000001_001,CLIENT_00189,REG_022,Territorial,2026-03-07T22:32:42.182214,2028-02-20T22:32:42.182214,True,Regional,268.0
c3df6bdb-9c57-4a9a-83d0-735fd6a2806e,VER_TITLE_000001_001,CLIENT_00182,REG_012,Exclusive,2024-08-31T22:32:42.182248,2026-04-29T22:32:42.182248,False,Regional,
1ec295aa-be89-44c4-916c-6abf007e78c3,VER_TITLE_000001_001,CLIENT_00163,REG_026,Non-exclusive,2025-04-06T22:32:42.182276,2026-07-30T22:32:42.182276,True,Country-specific,
21a1bc78-8d7b-4682-bbbe-c3e200de1803,VER_TITLE_000001_001,CLIENT_00006,REG_006,Non-exclusive,2026-02-08T22:32:42.182303,2026-09-15T22:32:42.182303,True,Regional,215.0
82a9ff4e-189f-4cd5-a978-1c709bdf6228,VER_TITLE_000001_001,CLIENT_00078,REG_030,Exclusive,2025-09-28T22:32:42.182328,2026-09-03T22:32:42.182328,True,Country-specific,
683010a8-1517-4d57-910a-6a8cca3cbaa7,VER_TITLE_000001_002,CLIENT_00001,REG_017,Windowed,2024-12-01T22:32:42.182379,2025-04-01T22:32:42.182379,False,Country-specific,33.0
815d4d49-1f0e-418b-b89f-6abfe880282d,VER_TITLE_000001_002,CLIENT_00087,REG_029,Windowed,2024-12-23T22:32:42.182411,2025-11-30T22:32:42.182411,False,None,
14d2bd7f-7075-4a87-ac32-b58329db7829,VER_TITLE_000001_002,CLIENT_00051,REG_020,Territorial,2024-11-24T22:32:42.182438,2025-05-08T22:32:42.182438,False,Regional,
9327f330-8984-4108-a2ba-c328c7f7af2e,VER_TITLE_000001_002,CLIENT_00056,REG_004,Windowed,2024-11-13T22:32:42.182464,2026-10-17T22:32:42.182464,True,Regional,99.0
92329782-3b74-4b24-8181-ef40ed7f89fa,VER_TITLE_000001_003,CLIENT_00105,REG_045,Exclusive,2026-03-22T22:32:42.182517,2027-08-30T22:32:42.182517,True,Regional,84.0
4be63626-b3ce-465c-bf04-6aa9c6414391,VER_TITLE_000001_003,CLIENT_00044,REG_017,Windowed,2023-05-25T22:32:42.182547,2024-11-01T22:32:42.182547,False,None,
8364143d-e1fc-47f4-b4ff-ff3b6a2f4fdb,VER_TITLE_000001_003,CLIENT_00096,REG_028,Windowed,2024-07-01T22:32:42.182573,2026-01-17T22:32:42.182573,False,Country-specific,40.0
3c6e123b-bd51-4902-b917-a10ebeed0990,VER_TITLE_000001_003,CLIENT_00129,REG_015,Territorial,2025-07-14T22:32:42.182599,2026-11-16T22:32:42.182599,True,Country-specific,
72777a96-7b5c-4c8b-b07e-7bdfb64b2cec,VER_TITLE_000002_000,CLIENT_00045,REG_004,Non-exclusive,2023-12-31T22:32:42.182648,2025-10-12T22:32:42.182648,False,None,
f9e6e17d-f678-4838-9ae4-41d4bbf797ab,VER_TITLE_000002_000,CLIENT_00093,REG_015,Non-exclusive,2023-12-10T22:32:42.182676,2025-08-01T22:32:42.182676,False,Country-specific,
d53ee8db-f429-4021-bc6f-7bda30699b3b,VER_TITLE_000002_000,CLIENT_00081,REG_047,Non-exclusive,2023-11-09T22:32:42.182702,2025-10-03T22:32:42.182702,False,Country-specific,119.0
109842f3-3796-4e93-bc9b-8206a958189d,VER_TITLE_000002_001,CLIENT_00195,REG_027,Windowed,2026-03-07T22:32:42.182751,2027-05-25T22:32:42.182751,True,Country-specific,
23ca23ef-818a-4d1f-9ce4-e188d040eadb,VER_TITLE_000002_001,CLIENT_00147,REG_032,Non-exclusive,2023-07-08T22:32:42.182781,2025-03-19T22:32:42.182781,False,Regional,
01bcc54d-4183-497f-b7a6-84f02759a2aa,VER_TITLE_000002_001,CLIENT_00121,REG_026,Territorial,2025-06-16T22:32:42.182808,2026-01-19T22:32:42.182808,False,None,
f959eecd-db8d-4090-86bc-0a55583a8f71,VER_TITLE_000002_002,CLIENT_00009,REG_029,Exclusive,2025-12-25T22:32:42.182858,2027-05-27T22:32:42.182858,True,Regional,122.0
1ac7dbdb-2c5c-440b-a465-41bcfce5aa5b,VER_TITLE_000002_002,CLIENT_00179,REG_046,Exclusive,2025-09-14T22:32:42.182890,2027-02-27T22:32:42.182890,True,Country-specific,
e25fea70-228e-44d2-863b-c0bf329cb526,VER_TITLE_000002_002,CLIENT_00039,REG_016,Territorial,2023-11-23T22:32:42.182916,2024-11-29T22:32:42.182916,False,Country-specific,
0300dcf9-b5a6-463b-baab-784f7edbb019,VER_TITLE_000002_002,CLIENT_00030,REG_023,Exclusive,2024-05-12T22:32:42.182943,2025-10-24T22:32:42.182943,False,None,
92c8f05e-751f-45ed-ae70-3229afd09780,VER_TITLE_000002_002,CLIENT_00061,REG_008,Exclusive,2023-09-16T22:32:42.182970,2024-08-28T22:32:42.182970,False,Regional,288.0
f53fcf53-a452-4547-82bb-ef1c56153e89,VER_TITLE_000002_003,CLIENT_00183,REG_027,Windowed,2026-01-14T22:32:42.183021,2027-07-19T22:32:42.183021,True,Regional,
5f57840f-dfbd-4b2c-b608-271af82ed941,VER_TITLE_000002_003,CLIENT_00137,REG_039,Windowed,2024-05-04T22:32:42.183051,2026-02-28T22:32:42.183051,False,None,
3d64f37f-fc9b-4171-8313-299c7bd87544,VER_TITLE_000002_003,CLIENT_00001,REG_005,Exclusive,2023-08-29T22:32:42.183127,2025-07-20T22:32:42.183127,False,Country-specific,339.0
20cef390-827b-4b40-8955-3ba0978c197c,VER_TITLE_000003_000,CLIENT_00093,REG_004,Territorial,2026-04-05T22:32:42.183195,2028-01-21T22:32:42.183195,True,None,343.0
998b342f-ba10-45e8-acee-af792f836cf9,VER_TITLE_000003_000,CLIENT_00044,REG_010,Exclusive,2025-09-19T22:32:42.183228,2026-10-09T22:32:42.183228,True,Country-specific,176.0
f0c386bd-3516-4bbe-af77-a442f93dbbb2,VER_TITLE_000003_000,CLIENT_00139,REG_002,Exclusive,2025-11-28T22:32:42.183255,2027-04-13T22:32:42.183255,True,Country-specific,
684a394a-0795-4aa5-a40d-54b883210a63,VER_TITLE_000003_000,CLIENT_00014,REG_027,Exclusive,2024-11-01T22:32:42.183281,2025-09-25T22:32:42.183281,False,None,
c2c8f1ef-489e-45f8-88c0-3d7b6f596f04,VER_TITLE_000003_001,CLIENT_00062,REG_004,Exclusive,2024-12-19T22:32:42.183333,2026-10-20T22:32:42.183333,True,Country-specific,
a806a969-6acd-47cc-9e2b-9214fa043995,VER_TITLE_000003_001,CLIENT_00150,REG_024,Non-exclusive,2025-09-17T22:32:42.183364,2026-05-10T22:32:42.183364,False,None,
6ff9127f-be0d-490d-b3cc-ea2be68e1d6e,VER_TITLE_000004_000,CLIENT_00122,REG_033,Windowed,2025-03-21T22:32:42.183415,2026-04-21T22:32:42.183415,False,Country-specific,222.0
59490b57-88af-4677-883c-8c9c8fac0cfc,VER_TITLE_000004_000,CLIENT_00129,REG_035,Exclusive,2025-12-25T22:32:42.183446,2027-11-18T22:32:42.183446,True,None,
dcdb419e-bd49-45b4-bc5c-f6fca34c405f,VER_TITLE_000004_000,CLIENT_00166,REG_019,Non-exclusive,2025-04-19T22:32:42.183473,2026-04-29T22:32:42.183473,False,Regional,206.0
8e7fd611-8d50-416a-96b7-90949fe67d28,VER_TITLE_000004_000,CLIENT_00161,REG_007,Non-exclusive,2026-04-02T22:32:42.183499,2027-06-05T22:32:42.183499,True,Country-specific,129.0
0b572a6d-926d-443b-b7f5-05e840f93e3d,VER_TITLE_000004_000,CLIENT_00043,REG_035,Exclusive,2025-06-06T22:32:42.183524,2027-03-04T22:32:42.183524,True,Country-specific,44.0
5829727d-2f6c-4c7c-8722-5522f92374fb,VER_TITLE_000004_001,CLIENT_00124,REG_033,Territorial,2025-02-15T22:32:42.183573,2025-10-30T22:32:42.183573,False,Country-specific,129.0
7b74e38d-fd9c-4873-a566-5dd0bd0d833d,VER_TITLE_000004_001,CLIENT_00179,REG_045,Non-exclusive,2023-08-23T22:32:42.183611,2025-07-22T22:32:42.183611,False,Country-specific,220.0
85571058-ba36-4c4d-8038-7ab7ee130cb4,VER_TITLE_000004_001,CLIENT_00188,REG_004,Non-exclusive,2026-03-21T22:32:42.183638,2027-03-05T22:32:42.183638,True,Country-specific,335.0
0a19ab12-679d-44b0-a72b-9d774165df30,VER_TITLE_000004_002,CLIENT_00019,REG_013,Exclusive,2024-02-29T22:32:42.183690,2025-06-09T22:32:42.183690,False,None,
15d61339-9d50-482b-be13-71083f2251ac,VER_TITLE_000004_002,CLIENT_00030,REG_026,Windowed,2025-06-28T22:32:42.183720,2027-03-31T22:32:42.183720,True,Regional,
f5137a29-7284-4610-af9d-32c02aa7ff4d,VER_TITLE_000004_002,CLIENT_00029,REG_034,Windowed,2025-12-15T22:32:42.183747,2027-04-11T22:32:42.183747,True,None,
aacbf9fb-bd92-4704-a0b1-e043cbc40f76,VER_TITLE_000004_002,CLIENT_00169,REG_047,Exclusive,2024-01-13T22:32:42.183771,2024-10-11T22:32:42.183771,False,None,198.0
04ac3f88-0c5e-4b71-bbd2-9c76e287beb0,VER_TITLE_000004_003,CLIENT_00183,REG_048,Territorial,2023-12-21T22:32:42.183821,2024-08-01T22:32:42.183821,False,None,49.0
cd1bdb69-0f62-43d2-bb22-7a1d54ad1571,VER_TITLE_000004_003,CLIENT_00089,REG_019,Non-exclusive,2023-12-27T22:32:42.183851,2025-07-05T22:32:42.183851,False,None,
2482224f-b1e8-49ea-b690-e69ca3bd4045,VER_TITLE_000004_003,CLIENT_00002,REG_013,Territorial,2024-05-24T22:32:42.183877,2024-12-07T22:32:42.183877,False,None,352.0
889ae60f-b12b-492c-9a31-d2ed1efba658,VER_TITLE_000004_003,CLIENT_00050,REG_009,Exclusive,2026-03-27T22:32:42.183903,2027-06-14T22:32:42.183903,True,Regional,86.0
da3d40a0-36b9-424e-8626-18b80550fd4f,VER_TITLE_000004_003,CLIENT_00053,REG_048,Exclusive,2025-02-22T22:32:42.183928,2026-03-03T22:32:42.183928,False,Country-specific,
aa7cf244-c123-485d-a3b1-7b80cf7591a0,VER_TITLE_000004_004,CLIENT_00175,REG_022,Exclusive,2023-06-18T22:32:42.183978,2023-09-19T22:32:42.183978,False,None,
05355101-b2cf-44fb-8d1a-c6de1ca34563,VER_TITLE_000004_004,CLIENT_00050,REG_027,Non-exclusive,2026-04-30T22:32:42.184008,2026-10-15T22:32:42.184008,True,None,
a30cbbe9-ca8a-4394-83b5-bc50e82ef259,VER_TITLE_000004_004,CLIENT_00104,REG_022,Windowed,2025-01-21T22:32:42.184035,2026-04-16T22:32:42.184035,False,Regional,
c5381c6b-f060-429c-acdd-b7355dcfaa8d,VER_TITLE_000005_000,CLIENT_00153,REG_032,Exclusive,2025-05-23T22:32:42.184087,2025-09-15T22:32:42.184087,False,Country-specific,
1824fb75-dd1b-4b9b-9384-5363c5d15d9e,VER_TITLE_000005_001,CLIENT_00125,REG_008,Non-exclusive,2026-01-29T22:32:42.184142,2027-04-01T22:32:42.184142,True,Country-specific,
37a7b010-9918-4098-b47a-ab3969b3b181,VER_TITLE_000005_001,CLIENT_00191,REG_026,Exclusive,2025-09-27T22:32:42.184175,2027-04-30T22:32:42.184175,True,Regional,
6522b2d0-bd95-4eb1-a275-bc32f2beb380,VER_TITLE_000005_001,CLIENT_00044,REG_039,Territorial,2026-02-09T22:32:42.184203,2027-06-30T22:32:42.184203,True,Country-specific,
4a890ac7-2950-4a67-aa7f-74a0dedd1851,VER_TITLE_000005_002,CLIENT_00039,REG_019,Windowed,2025-08-08T22:32:42.184255,2026-05-16T22:32:42.184255,False,None,360.0
f9a32a13-7577-49a9-8e07-f6e48b61bd5c,VER_TITLE_000005_002,CLIENT_00057,REG_042,Windowed,2024-03-16T22:32:42.184286,2025-05-28T22:32:42.184286,False,Country-specific,108.0
69bb81eb-6e84-4551-a9dc-beb91dbcd199,VER_TITLE_000005_002,CLIENT_00068,REG_006,Windowed,2025-05-27T22:32:42.184314,2026-02-08T22:32:42.184314,False,Country-specific,98.0
8e505089-8278-4238-aea3-c8081dfbda53,VER_TITLE_000005_003,CLIENT_00104,REG_022,Territorial,2025-07-04T22:32:42.184366,2026-06-22T22:32:42.184366,True,Regional,
98e60858-1896-406a-8fa4-ff7586cd4f3c,VER_TITLE_000005_004,CLIENT_00196,REG_041,Territorial,2024-02-07T22:32:42.184420,2024-08-24T22:32:42.184420,False,Regional,96.0
50dc6041-f3d3-441e-b6ed-d920dd6fe6da,VER_TITLE_000005_005,CLIENT_00094,REG_012,Windowed,2024-01-27T22:32:42.184474,2025-04-28T22:32:42.184474,False,Country-specific,249.0
d28bc33e-2831-4e84-bead-6aa7e704f94c,VER_TITLE_000005_005,CLIENT_00095,REG_044,Exclusive,2025-11-15T22:32:42.184506,2026-07-25T22:32:42.184506,True,None,336.0
516620a3-9468-4fa8-be19-df2ed9c3b5a2,VER_TITLE_000005_005,CLIENT_00108,REG_035,Non-exclusive,2024-05-12T22:32:42.184533,2024-11-04T22:32:42.184533,False,Country-specific,
cf9db844-0f93-4c47-83bd-07b57b863995,VER_TITLE_000006_000,CLIENT_00166,REG_018,Windowed,2026-03-04T22:32:42.184586,2027-10-28T22:32:42.184586,True,Regional,347.0
ee5d7fa4-15a5-4fc0-8ae7-386b2f3d33bf,VER_TITLE_000006_000,CLIENT_00051,REG_013,Non-exclusive,2024-05-26T22:32:42.184617,2026-03-09T22:32:42.184617,False,None,240.0
b3e7a867-fc00-47fe-bffe-32c81998ced9,VER_TITLE_000006_000,CLIENT_00138,REG_017,Windowed,2023-10-21T22:32:42.184644,2024-12-27T22:32:42.184644,False,None,364.0
8fa0b4ee-5820-4fa1-a753-8bd56091ac05,VER_TITLE_000006_000,CLIENT_00026,REG_034,Territorial,2025-02-05T22:32:42.184669,2025-10-08T22:32:42.184669,False,Country-specific,51.0
dfa001da-dbc9-4176-abe2-dadce4524c56,VER_TITLE_000006_000,CLIENT_00161,REG_047,Windowed,2026-02-20T22:32:42.184694,2027-09-02T22:32:42.184694,True,Regional,
af59cf90-c2bf-4022-9960-1714e2593688,VER_TITLE_000006_001,CLIENT_00192,REG_025,Territorial,2025-12-01T22:32:42.184745,2026-03-03T22:32:42.184745,False,Regional,126.0
f46a5db1-d179-41c2-87b7-096b6ed25c55,VER_TITLE_000006_002,CLIENT_00188,REG_007,Non-exclusive,2026-02-03T22:32:42.184802,2026-06-08T22:32:42.184802,True,None,
bf4632dc-69ef-4e56-aa55-cb2ef38c0acb,VER_TITLE_000006_003,CLIENT_00126,REG_005,Exclusive,2025-12-10T22:32:42.184855,2027-06-23T22:32:42.184855,True,None,242.0
41f7b56d-b7c0-40a9-999f-0e420bca522f,VER_TITLE_000006_003,CLIENT_00098,REG_041,Windowed,2024-12-12T22:32:42.184885,2026-01-11T22:32:42.184885,False,Country-specific,30.0
886388cc-c5f5-452e-b112-5a014b3e1f15,VER_TITLE_000006_003,CLIENT_00119,REG_018,Exclusive,2024-11-25T22:32:42.184913,2025-07-08T22:32:42.184913,False,Country-specific,
5cfcf0af-8b30-4552-aac0-f1bc637a9c7c,VER_TITLE_000006_003,CLIENT_00163,REG_022,Territorial,2026-01-07T22:32:42.184939,2026-04-20T22:32:42.184939,False,Regional,183.0
be4d349d-1484-4f9b-afe2-8c60806e8c8e,VER_TITLE_000006_003,CLIENT_00103,REG_003,Windowed,2024-08-29T22:32:42.184966,2026-06-18T22:32:42.184966,True,Regional,
cda885dd-3feb-4b58-a2a1-1130e5cf122c,VER_TITLE_000007_000,CLIENT_00082,REG_016,Windowed,2026-01-19T22:32:42.185019,2027-11-06T22:32:42.185019,True,None,
a4fd86d1-caf6-43b7-aa88-99820ab93390,VER_TITLE_000007_000,CLIENT_00050,REG_028,Exclusive,2023-08-22T22:32:42.185072,2024-09-01T22:32:42.185072,False,None,202.0
6815bb0a-12b1-4a56-9b1d-18840db08f3f,VER_TITLE_000007_000,CLIENT_00168,REG_040,Non-exclusive,2024-09-10T22:32:42.185113,2025-10-06T22:32:42.185113,False,Regional,294.0
4aebe7ce-9a1f-4137-b7eb-ca05bd051878,VER_TITLE_000007_001,CLIENT_00125,REG_032,Non-exclusive,2023-09-30T22:32:42.185174,2024-01-31T22:32:42.185174,False,None,337.0
79676a0c-4e18-4f74-95a3-3ec202483c69,VER_TITLE_000007_001,CLIENT_00041,REG_016,Windowed,2024-09-12T22:32:42.185206,2026-08-25T22:32:42.185206,True,None,124.0
